ProductId,Time,Rating,Sentiment Score,Sentiment Label,Summary
P1000-02,2019-11-06,5,0.956639,positive,Very Good Coffee
P1000-03,2019-12-13,5,0.626837,positive,Provides Hours of Durable Fun for our Puppies!
P1000-03,2019-02-22,5,0.480027,positive,Great for a busy beagle!
P1000-02,2019-02-06,1,-0.322963,negative,WAKE UP PEOPLE  You are being scammed !
P1000-03,2019-03-26,5,0.813737,positive,Amazing feeding tool!
P1000-03,2019-02-23,4,0.801676,positive,Great for smart busy dogs!
P1000-04,2019-06-01,5,0.848263,positive,Coconut popcorn
P1000-04,2019-04-26,5,0.415044,positive,Great find!
P1000-03,2019-09-16,5,-0.698253,negative,She works for her kibble
P1000-02,2019-10-22,5,0.878109,positive,"Great just be aware, it is instant not fresh brewed."
P1000-04,2019-09-17,5,0.372727,positive,My favorite thing ever
P1000-03,2019-03-10,5,0.411551,positive,Favorite and hardest of the 4 Busy Buddy toys we own
P1000-02,2019-03-17,5,0.929192,positive,Great Taste
P1000-04,2019-05-10,5,0.895879,positive,Healthy Organic Coconut Oil
P1000-04,2019-05-16,5,0.607753,positive,Gives a Good Hint of Coconut to Food
P1000-02,2019-11-22,5,0.680234,positive,Really Good Coffee Drink
P1000-03,2019-09-20,5,0.516517,positive,This made ALL the difference
P1000-03,2019-07-21,5,0.530457,positive,"very durable ""toy"" to keep dog entertained"
P1000-04,2019-01-05,5,0.550978,positive,the best
P1000-02,2019-08-08,1,-0.974966,negative,Unhappy
P1000-02,2019-03-10,2,0.574793,positive,Excellent products
P1000-03,2019-01-09,5,-0.345707,negative,Great toy but frustrates my dog
P1000-02,2019-02-02,4,0.474092,positive,Yummy and simple
P1000-03,2019-01-01,5,0.813643,positive,"Dogs love it, easy to fill, durable."
P1000-02,2019-09-11,1,-0.608148,negative,Way too sweet
P1000-03,2019-09-10,2,0.512496,positive,Buried Treasure Forever!
P1000-03,2019-02-06,1,-0.678421,negative,"Lasted 5 minutes, item not as pictured"
P1000-02,2019-08-06,5,0.579809,positive,k-cups
P1000-02,2019-12-18,5,0.997674,positive,great cappuccino
P1000-02,2019-08-06,5,0.722149,positive,Wonderful flavor fast shipping
P1000-04,2019-04-11,5,0.809006,positive,Great Stuff
P1000-03,2019-04-16,5,0.674458,positive,Best Dog Toy
P1000-02,2019-02-14,1,-0.544677,negative,Wish I had read the reviews
P1000-04,2019-07-26,5,0.847256,positive,I love this product
P1000-03,2019-03-12,1,-0.933849,negative,Treat smell is stronger at wrong end!
P1000-02,2019-01-28,1,0.706494,positive,Wow.... lots of saturated fat
P1000-03,2019-08-17,5,-0.325343,negative,My Pugs love this!
P1000-02,2019-02-17,1,-0.514806,negative,Yuck
P1000-04,2019-03-10,5,0.737340,positive,Best tasting coconut oil we've tried.
P1000-02,2019-05-22,1,-0.814007,negative,Used to love it.
P1000-03,2019-03-08,3,-0.747832,negative,My dogs arent quite smart enough........
P1000-04,2019-02-03,5,0.785055,positive,"One for Massage, One for Cooking"
P1000-02,2019-12-18,1,-0.255848,negative,Hope you like milk and sugar and no coffee
P1000-03,2019-01-26,3,-0.483766,negative,a nice concept but a bit awkward
P1000-04,2019-06-07,5,0.676502,positive,Smells Great! Works Great!
P1000-04,2019-02-05,5,0.822226,positive,Awesome and Wonderful Nutiva Coconut Oil
P1000-01,2019-07-25,4,-0.484869,negative,My friend's 2 dogs and 5 shelter dogs ate this dog food eagerly
P1000-01,2019-07-02,3,-0.297002,negative,Beneful
P1000-05,2019-05-01,5,0.758948,positive,Hair SOOO Soft Skin so Soft
P1000-01,2019-08-11,5,0.389314,positive,***GREAT DRY OPTION!!!*****
P1000-05,2019-06-07,5,0.461794,positive,Love this stuff!
P1000-02,2019-08-20,5,0.000000,neutral,Don't waste time & money in the drive thru.
P1000-01,2019-07-18,1,-0.741144,negative,Trash
P1000-01,2019-08-05,5,0.774261,positive,A satisfying solution
P1000-05,2019-02-28,4,0.754166,positive,Wonderful product
P1000-05,2019-11-21,5,0.666134,positive,Love it!
P1000-01,2019-06-15,3,0.362750,positive,"Some Good, Some Bad"
P1000-01,2019-09-20,4,0.449335,positive,"Dogs like it just fine, but not terribly excited about it..."
P1000-02,2019-06-05,1,-0.480964,negative,"Not good, couldn't finish my cup"
P1000-01,2019-07-24,3,0.287139,positive,Not Very Healthy but Tasty Nonetheless
P1000-01,2019-08-15,5,0.372719,positive,good mix in
P1000-05,2019-10-16,5,0.494093,positive,Heals Eczema & Restore Skin Smoothness!!!
P1000-05,2019-06-29,5,0.597272,positive,This is the Best cooking oil!
P1000-01,2019-08-12,4,0.424879,positive,My two mutts approve...
P1000-04,2019-02-21,5,0.588553,positive,Best so far!
P1000-05,2019-08-15,5,0.933437,positive,great coconut oil!!!!!
P1000-05,2019-08-01,5,0.719623,positive,Cure for Cancer???
P1000-05,2019-07-26,5,0.911255,positive,Feet Action
P1000-01,2019-07-25,4,0.385893,positive,"Good Quality Dog Food, Excellent Resealble Package!"
P1000-01,2019-08-13,3,0.443442,positive,pretty ok dog food
P1000-01,2019-07-26,2,-0.481550,negative,A great fly attractant
P1000-01,2019-07-23,4,-0.343973,negative,Dogs like it... Guess it's good..
P1000-05,2019-09-12,5,0.543396,positive,best beauty product Iv'e ever used
P1000-01,2019-06-06,3,-0.346324,negative,It's OK
P1000-05,2019-02-02,5,0.772166,positive,Wow!! Amazing stuff
P1000-01,2019-08-01,4,-0.754731,negative,My Dogs Like This Too Much
P1000-01,2019-08-05,4,0.765977,positive,Dog Loves It
P1000-01,2019-08-15,4,0.642444,positive,Great!
P1000-05,2019-07-10,5,0.968488,positive,great product
P1000-05,2019-04-01,5,0.669298,positive,One of the Best Coconut oils on the Market
P1000-05,2019-09-11,5,0.387346,positive,It Works
P1000-01,2019-07-31,4,0.401169,positive,The dog likes it
P1000-01,2019-07-02,3,-0.614021,negative,My picky eater picked at it
P1000-05,2019-06-05,5,0.642176,positive,Best Oil Ever
P1000-01,2019-07-24,3,-0.462132,negative,"My dog chows down on it, but it isn't exactly healthy for her."
P1000-05,2019-02-07,5,0.918510,positive,Amazingly Good!  Gorgeous Coconut Flavor.
P1000-05,2019-03-06,5,0.773030,positive,This stuff is the truth
P1000-05,2019-01-12,5,0.728979,positive,Outstanding and Delicious
P1000-01,2019-07-25,4,0.813801,positive,Our dogs love it!
P1000-01,2019-07-23,1,-0.634553,negative,The Lowest Quality Food For Your Dog
P1000-05,2019-08-11,5,0.994435,positive,very good coconut oil
P1000-02,2019-02-26,3,0.363689,positive,Ariel
P1000-02,2019-12-02,1,-0.545616,negative,BLECK!!!
P1000-05,2019-02-22,5,0.958396,positive,Love It
P1000-01,2019-07-25,3,-0.585666,negative,"Dogs liked it ok, but not the best for nutrition."
P1000-05,2019-03-05,5,0.908914,positive,Crazy for Coconut oil
P1000-05,2019-09-22,5,-0.277160,negative,EXCELLENT Hair Conditioner - Blonde Hair
P1000-01,2019-09-28,5,0.381907,positive,Our picky dogs like it
P1000-05,2019-09-29,5,0.000000,neutral,Good hair mask
P1000-04,2019-08-13,4,0.728066,positive,Great hair moisturizer!
P1000-04,2019-10-11,5,0.774062,positive,"Great stuff, and smells nice too!"
P1000-04,2019-12-27,5,0.968933,positive,Nutiva Coconut Oil
P1000-01,2019-08-15,3,0.503959,positive,"It may not be the healthiest but for those on a budget, the Beneful Adult Dry Dog Food will provide the vitamins your do"
P1000-05,2019-08-20,5,0.847812,positive,Good Stuff
P1000-05,2019-08-26,5,-0.290339,negative,Tons of Uses!!
P1000-04,2019-07-23,5,0.706384,positive,Tastes and smells great
P1000-05,2019-01-25,5,0.979768,positive,Love it!
P1000-01,2019-08-09,4,0.767848,positive,Nice and easy to use bag
P1000-05,2019-07-04,5,0.743662,positive,Great all around!
P1000-05,2019-10-14,5,0.697466,positive,Love it!
P1000-01,2019-05-28,5,0.962796,positive,Purina Beneful Original Dry Dog Food
P1000-01,2019-08-28,4,0.374383,positive,"Dogs say ""5 stars"",I say ""4""!"
P1000-01,2019-05-29,2,-0.382284,negative,It's nothing to rave about
P1000-02,2019-08-17,4,-0.634033,negative,Cappacino
P1000-01,2019-06-09,5,0.455279,positive,Dog Prefers This - Actually Loves It
P1000-01,2019-08-11,4,0.511306,positive,Makes dogs happy
P1000-01,2019-08-18,3,0.308100,positive,"Food dogs seem to love, maybe not the healthiest, but keeps them happy!"
P1000-01,2019-07-24,3,0.665412,positive,Not Best Quality Food but Dogs Like it
P1000-05,2019-01-17,5,0.584346,positive,I just got mine and I am so excited!
P1000-01,2019-08-15,4,-0.342709,negative,Not bad...
P1000-05,2019-02-02,4,0.644283,positive,Just what my doctor ordered
P1000-01,2019-08-22,5,0.358535,positive,My Two Dogs Love It
P1000-05,2019-04-08,5,0.591102,positive,"Coconut Oil ""Miracle of Nature"""
P1000-05,2019-08-17,4,0.513395,positive,Pleased
P1000-05,2019-06-22,4,0.717441,positive,"Great Item, but did not ship well."
P1000-01,2019-08-14,5,0.444087,positive,15.5 pounds of dog food
P1000-04,2019-12-13,5,0.959089,positive,love this product
P1000-01,2019-08-22,5,0.842769,positive,Adult Pups seem to really like this one
P1000-05,2019-09-05,5,0.885575,positive,Re: superior coconut oil!
P1000-05,2019-02-27,5,0.921346,positive,Good product
P1000-01,2019-08-15,5,0.789467,positive,Goobled it up
P1000-01,2019-08-24,5,0.408715,positive,My dog loves this food
P1000-05,2019-01-22,5,0.891324,positive,Exellent!
P1000-05,2019-02-28,5,0.815405,positive,"Taste good, great with honey!"
P1000-04,2019-12-02,5,0.938368,positive,Great Product
P1000-01,2019-08-15,4,0.666899,positive,Just Alright
P1000-01,2019-09-20,5,0.894507,positive,Dog food is trickier than human food
P1000-01,2019-05-13,5,-0.312300,negative,Read before you buy
P1000-01,2019-09-16,5,0.410856,positive,Lily's New Favorite
P1000-04,2019-07-30,5,0.969934,positive,Excellent product
P1000-05,2019-04-11,5,0.710850,positive,Healthy and Yum!
P1000-05,2019-09-28,3,-0.495212,negative,Made my skin dry but hair is softer
P1000-01,2019-08-15,4,-0.755912,negative,Good Filler Food
P1000-01,2019-07-24,4,0.362434,positive,Dogs Loved This Food! People Like the Convenience but still concerned over quality
P1000-05,2019-06-25,4,0.694104,positive,Many uses
P1000-01,2019-08-06,4,0.561355,positive,Dogs loved it!
P1000-04,2019-05-13,5,0.474095,positive,great deal
P1000-01,2019-07-23,4,0.399470,positive,Less stomach upset than the Healthy Weight version
P1000-01,2019-05-22,4,0.265920,positive,Not cat food but my dog likes it anyway
P1000-05,2019-09-21,5,0.507855,positive,Delicious coconut oil!
P1000-05,2019-09-15,5,0.833259,positive,Great Product
P1000-01,2019-06-20,2,-0.670542,negative,It made my dog sick!
P1000-01,2019-07-18,5,-0.334317,negative,This product is chihuahua approved
P1000-05,2019-07-31,5,0.901362,positive,Love this product!
P1000-05,2019-08-08,5,0.884983,positive,im in love again
P1000-04,2019-05-25,5,0.838170,positive,excellent stuff
P1000-05,2019-10-26,5,0.614220,positive,Amazing Stuff!
P1000-01,2019-07-23,3,0.345394,positive,doggy like it a lot
P1000-05,2019-09-25,5,0.930515,positive,Wonderful!
P1000-02,2019-12-07,5,0.989190,positive,Delicious!
P1000-05,2019-08-08,4,0.811521,positive,New to Me.
P1000-05,2019-07-15,5,0.864247,positive,Coconut Oil
P1000-01,2019-07-25,2,0.402412,positive,My dogs wouldn't touch it!
P1000-05,2019-09-05,5,-0.397548,negative,Really moisturizes my skin
P1000-05,2019-01-17,5,0.313730,positive,The best on the market!!!
P1000-01,2019-07-14,3,0.513079,positive,I Am Now Wondering!
P1000-05,2019-12-12,5,0.741325,positive,Coconut Oil
P1000-05,2019-10-16,5,0.769846,positive,Delicious and nutritious
P1000-01,2019-08-09,5,-0.283573,negative,purina beneful dog food
P1000-01,2019-08-10,5,0.684121,positive,What Dog could Resist this?
P1000-05,2019-10-15,4,0.970614,positive,As expected
P1000-01,2019-08-11,4,0.405653,positive,My dog loves it
P1000-01,2019-10-13,4,0.604235,positive,Definitely enjoyed
P1000-05,2019-11-27,5,0.621995,positive,Just Like the Oil my Mama Made
P1000-01,2019-08-06,4,0.718754,positive,Good General Balanced Nutrition
P1000-05,2019-01-05,5,0.720334,positive,Great Multi-Use Product
P1000-04,2019-07-04,4,0.553178,positive,great quality oil
P1000-05,2019-09-09,5,0.877062,positive,Good for you in every way
P1000-05,2019-02-16,5,0.588070,positive,Great product for great price thanks All star health
P1000-04,2019-01-09,5,0.938645,positive,multi purpose coconut
P1000-01,2019-07-24,4,0.527016,positive,"Huskies eat it, don't ask for it by name"
P1000-01,2019-09-18,3,-0.496711,negative,Not Something I would Get Again
P1000-01,2019-08-14,3,0.822455,positive,Dog enjoys it!
P1000-05,2019-05-03,5,0.461607,positive,The benefits are amazing
P1000-01,2019-08-08,5,-0.776991,negative,Go To for My Sensitive Stomach Mutt
P1000-01,2019-08-13,5,0.408216,positive,My Dog Loves This Stuff
P1000-01,2019-07-25,3,-0.380659,negative,My dog doesn't love it
P1000-05,2019-05-09,5,0.723997,positive,You can get addicted to this stuff..
P1000-01,2019-07-20,3,0.679527,positive,Dog ate it right up
P1000-01,2019-08-21,3,0.384555,positive,One of my pickier dogs won't eat it
P1000-05,2019-01-31,5,0.420153,positive,Interesting Oil
P1000-05,2019-02-23,5,0.707756,positive,First Timer
P1000-05,2019-07-07,5,0.449895,positive,A Hair Miracle!
P1000-05,2019-01-20,5,0.494272,positive,Excellent
P1000-05,2019-08-02,5,0.771058,positive,great for the skin
P1000-01,2019-08-14,3,0.670677,positive,"Average, affordable dog food"
P1000-05,2019-02-08,5,0.806129,positive,Delightful taste!
P1000-05,2019-09-20,4,-0.386702,negative,I like the product
P1000-05,2019-02-28,5,0.711660,positive,A natural way to stay healthy
P1000-05,2019-07-24,5,0.928861,positive,Delicious and nutritious!
P1000-05,2019-09-14,5,0.825720,positive,Great for natural hair care & great add for smoothies!
P1000-01,2019-09-23,3,-0.277661,negative,"Not bad, but one dog doesn't like it."
P1000-01,2019-05-31,1,-0.493608,negative,"Not ""Natural"""
P1000-05,2019-06-10,5,0.778939,positive,Best on the market
P1000-01,2019-08-16,3,-0.453501,negative,Beneful but not Healthy-ful
P1000-05,2019-06-12,4,0.752753,positive,Excellent coconut oil
P1000-02,2019-08-18,5,0.722084,positive,A++ Service
P1000-05,2019-08-04,5,0.962727,positive,Coconut Oil
P1000-05,2019-07-28,5,0.848940,positive,Great Product
P1000-04,2019-09-12,5,0.709142,positive,Coconut Oil for Hair & Skin
P1000-01,2019-08-01,2,-0.769617,negative,Not the best
P1000-01,2019-08-09,4,0.419685,positive,My dogs like it. I haven't tried it.
P1000-01,2019-08-14,4,0.596731,positive,The doggies seem to dig it!
P1000-01,2019-07-27,3,0.601890,positive,"I like the bag, dogs like the taste, nobody likes the ""nutrition"""
P1000-01,2019-06-16,5,-0.353845,negative,My dog likes it!
P1000-01,2019-06-11,5,0.764822,positive,Beneful Dog Food -- Our Yorkies LOVE it!!!
P1000-01,2019-07-24,4,0.756379,positive,"Pricey but really, really good."
P1000-01,2019-07-20,3,0.389221,positive,Garlic oil? I thought Garlic was bad for dogs - rut roh!
P1000-05,2019-12-15,5,0.700184,positive,"Great product, very mild scent"
P1000-05,2019-10-11,5,0.510227,positive,Cleared up my skin!!
P1000-05,2019-03-12,5,0.532402,positive,In Love!
P1000-05,2019-09-22,5,0.320016,positive,SOOOOO DAMN TASTY
P1000-05,2019-01-06,5,0.391957,positive,Good for oil pulling and consumption
P1000-01,2019-08-14,4,0.784701,positive,My dog likes it!!
P1000-02,2019-09-19,5,0.984342,positive,great drink
P1000-05,2019-11-19,5,0.843325,positive,Smells sooo good!
P1000-01,2019-07-24,4,-0.367604,negative,"Dogs love it, picture on bag is very misleading."
P1000-01,2019-07-25,3,0.313196,positive,"Dog loves it, but nutritionally it's basically candy"
P1000-01,2019-06-11,2,-0.484393,negative,"Dog enjoyed it, but poor grade food overall"
P1000-04,2019-07-10,5,0.897889,positive,Good stuff!
P1000-04,2019-12-11,5,0.492868,positive,Awesome stuff!
P1000-05,2019-10-18,5,0.698279,positive,DELICIOUS
P1000-05,2019-02-12,5,0.999516,positive,"Awesome taste, nutrition."
P1000-05,2019-11-20,5,0.556091,positive,Excellent
P1000-01,2019-07-19,4,0.321961,positive,My dogs like it!
P1000-05,2019-07-31,5,0.829094,positive,Delicious Coconut Oil
P1000-01,2019-08-19,4,0.428358,positive,The DOG likes it
P1000-05,2019-06-24,5,-0.626043,negative,Read this if you have keratosis piliarisis!!!
P1000-01,2019-07-04,1,-0.332703,negative,Same stuff different packaging.
P1000-05,2019-07-09,5,0.672869,positive,Delicious and healthy - Organic EV Coconut Oil
P1000-05,2019-08-17,5,0.775196,positive,Good for dry skin
P1000-01,2019-07-24,4,-0.677337,negative,Chihuahua Enjoys
P1000-01,2019-08-11,2,-0.410604,negative,"Not crazy about the corn, but they sure like it!"
P1000-01,2019-07-22,5,0.476246,positive,my dog loves this food
P1000-05,2019-07-01,5,0.671801,positive,Lovely as a skin moisturizer!
P1000-05,2019-06-01,5,0.687742,positive,So yummy!
P1000-01,2019-08-15,5,0.327454,positive,Dogs Loved It!
P1000-05,2019-08-12,5,0.981937,positive,yummy!
P1000-04,2019-10-11,5,0.941335,positive,Great coconut oil!
P1000-05,2019-06-19,5,0.751917,positive,Nature's Way EfaGold Organic Extra Virgin Coconut Oil
P1000-05,2019-06-03,5,0.469762,positive,"Once you start, you won't go back"
P1000-01,2019-07-20,5,0.734500,positive,A Dog's Treat
P1000-04,2019-05-06,5,0.890716,positive,good
P1000-05,2019-07-31,5,0.770663,positive,Very pleasant aroma......Not heady
P1000-05,2019-02-21,5,0.659270,positive,Awesome Stuff !!
P1000-05,2019-03-27,5,0.576953,positive,Great for cooking
P1000-05,2019-08-19,5,0.831520,positive,great for everything.
P1000-05,2019-04-14,5,0.860547,positive,Great Stuff!
P1000-05,2019-12-06,5,0.520817,positive,"Love, love, love it"
P1000-01,2019-09-18,4,0.543098,positive,"The dog loved it, but..."
P1000-02,2019-09-25,5,0.749543,positive,YUMMY!
P1000-05,2019-06-08,5,0.809177,positive,strongly recommend
P1000-05,2019-08-27,5,0.484448,positive,The Best stuff YET!
P1000-05,2019-07-30,5,0.959097,positive,Organic coconut oil
P1000-02,2019-02-12,1,0.829993,positive,Instant Coffee
P1000-01,2019-08-07,5,0.752808,positive,Welcome to PleasureVille
P1000-05,2019-09-05,5,0.873227,positive,"great quality, great price"
P1000-01,2019-08-17,1,0.455433,positive,Can I give this no stars?
P1000-05,2019-02-05,5,0.901954,positive,Great stuff!
P1000-01,2019-07-27,4,-0.308142,negative,"Evidently tasty dog food, but high in carbs, fillers"
P1000-01,2019-07-24,5,0.357370,positive,This was a big hit!
P1000-05,2019-04-02,5,0.924979,positive,Multipurpose Item
P1000-01,2019-09-29,4,-0.270390,negative,my dog liked it
P1000-05,2019-07-14,5,0.540421,positive,awesome product!
P1000-05,2019-08-22,5,0.785383,positive,Great Product!!!
P1000-01,2019-08-15,5,0.286897,positive,Decent Budget Option for Dog Food
P1000-01,2019-10-11,4,0.487376,positive,Picky dog likes it; picky dog's people not impressed with ingredient list
P1000-01,2019-07-20,4,0.295806,positive,My Chihuahua Loves It; Resealable Bag
P1000-05,2019-08-22,5,0.831650,positive,Coconut Oil is Good for You
P1000-04,2019-03-13,5,0.761119,positive,Really is Natural
P1000-05,2019-08-19,5,-0.427931,negative,Love this!
P1000-05,2019-05-19,5,0.601361,positive,Amazing stuff
P1000-01,2019-06-25,4,-0.496573,negative,"I can't rate taste, but my dogs love it."
P1000-01,2019-03-23,2,-0.439023,negative,Mixed feelings on this.
P1000-05,2019-09-05,5,0.885894,positive,Must Have!
P1000-04,2019-05-11,5,0.977381,positive,The absolute best coconut oil I have tried!
P1000-01,2019-06-26,3,0.318819,positive,My dog LOVES it BUT...
P1000-01,2019-08-06,4,-0.343356,negative,Dogs Like It
P1000-05,2019-02-21,5,0.524737,positive,Gotta Love Amazon
P1000-05,2019-08-04,5,0.731340,positive,Coconut oil for a variety of uses!
P1000-01,2019-06-11,2,-0.365849,negative,Purina not molto Bene
P1000-05,2019-12-19,5,0.573949,positive,Very good
P1000-04,2019-02-12,4,0.355294,positive,I like it
P1000-01,2019-09-26,3,-0.311816,negative,Props for improvements but still a lower quality food source for Dogs
P1000-01,2019-06-11,3,0.556733,positive,Delicious junk food
P1000-01,2019-07-18,4,-0.579103,negative,It's dog food.
P1000-01,2019-06-02,1,-0.932890,negative,Poor quality
P1000-05,2019-08-02,5,0.966609,positive,coconut oil
P1000-05,2019-04-10,5,0.424810,positive,Coconut Oil in PLASTIC!
P1000-01,2019-05-21,5,0.719988,positive,This is my dog's favorite food!
P1000-01,2019-07-25,2,-0.420905,negative,Beneficial dog food? Not really...
P1000-01,2019-07-18,4,0.641240,positive,At Least One Chocolate Lab Loves It
P1000-01,2019-07-23,4,0.939602,positive,If You Want Something Your Dog Will Eat
P1000-05,2019-05-28,4,0.566157,positive,Great for cooking and spread.
P1000-01,2019-06-02,5,0.410666,positive,Beneful helps keeps our dog healthy
P1000-05,2019-03-30,5,0.812653,positive,hoping for great results
P1000-04,2019-05-28,4,-0.618914,negative,Leaked
P1000-05,2019-02-16,5,0.875879,positive,Tastes great and good for you
P1000-04,2019-08-27,5,0.643157,positive,Heavenly taste!
P1000-01,2019-08-17,3,-0.319223,negative,Good Treat Alternative
P1000-05,2019-07-31,4,-0.383364,negative,love this stuff!!
P1000-05,2019-07-29,5,0.976039,positive,Amazing!!
P1000-04,2019-02-16,5,0.940808,positive,great product for dairy sensitive eaters
P1000-01,2019-07-18,5,0.529899,positive,Dog Eats Dog...Food
P1000-05,2019-05-23,5,0.878769,positive,very very very good product
P1000-02,2019-02-03,1,0.585154,positive,Artificial sweetener???
P1000-02,2019-02-14,1,0.491519,positive,More like dessert than coffee
P1000-02,2019-01-12,1,-0.284065,negative,First ingredient is trans fat ( partially hydrogenated oil )
P1000-04,2019-11-07,5,0.935616,positive,Yummy coconut!
P1000-03,2019-10-23,5,0.518243,positive,Occupies my dog for hours!
P1000-02,2019-09-27,2,-0.382834,negative,If you like coffee.. buy something else
P1000-04,2019-03-11,5,0.756739,positive,excellent product - great for baking
P1000-04,2019-10-26,5,0.744939,positive,The only one for me
P1000-03,2019-12-16,1,-0.802486,negative,Don't Waste your Money
P1000-02,2019-01-31,1,0.728954,positive,Real coffee???
P1000-02,2019-08-13,5,0.885003,positive,amazing on ice
P1000-02,2019-05-10,1,0.693836,positive,Very cheap and flat taste...
P1000-04,2019-10-03,5,0.749830,positive,Great product
P1000-04,2019-04-11,4,0.898743,positive,Delicious smelling body lotion and hair treatment
P1000-03,2019-08-23,5,0.706001,positive,Works PERFECT for our terrier
P1000-03,2019-07-20,5,0.321596,positive,My dog's favorite way to eat!
P1000-04,2019-08-15,5,0.000000,neutral,OMG THIS STUFF IS GREAT!
P1000-03,2019-08-04,5,0.803949,positive,Tug-a-jug is a hit!
P1000-03,2019-04-26,5,0.835091,positive,Entertaining
P1000-03,2019-09-13,5,-0.521389,negative,Best meal time slower-downer and doggy activity out there
P1000-03,2019-01-05,5,0.811113,positive,best toy investment yet
P1000-04,2019-05-06,5,0.530105,positive,multifunctional wonderstuff!
P1000-03,2019-08-19,5,-0.710056,negative,"Took a while to figure out, but great toy!"
P1000-04,2019-06-04,5,-0.463858,negative,Best tasting coconut oil
P1000-02,2019-10-17,5,-0.893189,negative,I kinda like it
P1000-04,2019-06-05,4,0.370933,positive,"Product good, packaging needs to be improved!"
P1000-03,2019-03-24,5,0.319869,positive,Entertaining!
P1000-02,2019-10-19,5,0.893744,positive,"I love it, stock up for the winter!!"
P1000-02,2019-12-05,1,0.613173,positive,Don't buy it!
P1000-01,2019-07-24,5,0.798841,positive,my dog loves it
P1000-02,2019-08-23,1,-0.853231,negative,Plastic taste
P1000-04,2019-04-13,5,0.664987,positive,Delicious flavor
P1000-03,2019-09-22,1,0.477558,positive,Hardly indestructible...
P1000-02,2019-01-18,5,0.788731,positive,Great Taste
P1000-02,2019-09-07,5,0.768276,positive,Really deserves each star!
P1000-03,2019-02-02,4,-0.288250,negative,Great!
P1000-03,2019-07-08,5,0.399907,positive,My aussie LOVES it!!
P1000-02,2019-12-08,5,0.736486,positive,LOVE this Kcup coffee
P1000-03,2019-01-07,5,0.904950,positive,A great pacifier for medium/large dogs!
P1000-02,2019-09-09,4,0.418347,positive,"BETTER THAN ""5 HOUR ENERGY"" AND GREAT FOR A HANGOVER"
P1000-03,2019-02-18,4,0.000000,neutral,DOG TOY
P1000-04,2019-02-12,5,0.765313,positive,Coconut oil for everything!
P1000-04,2019-07-21,5,0.575222,positive,Nutiva vs. Barlean's
P1000-03,2019-01-30,1,-0.838255,negative,Not Very Durable
P1000-02,2019-08-05,1,-0.481305,negative,Too Sweet
P1000-02,2019-01-03,5,0.715938,positive,The Perfect Treat!
P1000-03,2019-01-01,5,-0.548498,negative,Great for Smart Dogs
P1000-04,2019-03-21,5,0.511302,positive,Great natural moisturizer - even revived an old leather chair!
P1000-02,2019-09-27,5,0.916353,positive,Piece of heaven
P1000-03,2019-01-05,5,0.500212,positive,Fritzi Luv's It!
P1000-01,2019-07-30,4,0.551377,positive,Dog eats it!
P1000-03,2019-05-15,3,0.324622,positive,Great Toy but Not as Durable
P1000-03,2019-01-17,3,0.420052,positive,Good Toy--A few Drawbacks
P1000-02,2019-11-10,1,0.300096,positive,GAS STATION COFFEE!
P1000-03,2019-01-11,5,0.554676,positive,Dog Toy
P1000-02,2019-01-06,1,-0.614543,negative,"If you are health conscious, skip this product"
P1000-04,2019-03-23,5,0.596838,positive,Best Tasting Coconut Oil
P1000-02,2019-12-02,1,-0.758645,negative,Disgusting!
P1000-04,2019-02-13,5,0.691873,positive,Great tasting in oatmeal!
P1000-04,2019-02-07,5,0.974358,positive,Nutiva Coconut Oil
P1000-02,2019-04-28,1,0.620242,positive,Not Coffee of Cappuccino
P1000-04,2019-02-20,5,0.710120,positive,tastes great and great for higher heat cooking
P1000-04,2019-12-04,5,0.968022,positive,Fast delivery and in perfect condition!
P1000-03,2019-11-25,5,0.492027,positive,Golden Retriever Loves it
P1000-04,2019-10-11,5,0.871636,positive,Great product
P1000-02,2019-10-18,5,0.395276,positive,Coffee taste
P1000-03,2019-03-27,3,0.683843,positive,Smart Siberian Husky
P1000-02,2019-01-07,1,-0.874614,negative,Bad Stuff
P1000-03,2019-04-23,5,0.517576,positive,Favorite toy
P1000-02,2019-09-11,5,0.949334,positive,Caramel Cappuccino K-Cups
P1000-04,2019-12-19,5,0.920018,positive,Great Coconut Oil
P1000-02,2019-07-19,5,0.926412,positive,Awesome Flavor!
P1000-02,2019-10-20,5,0.983743,positive,Great Coffee and Great Price
P1000-03,2019-01-24,5,0.760753,positive,Awesome Toy!
P1000-02,2019-12-24,5,0.993308,positive,k cups
P1000-03,2019-05-18,5,0.446286,positive,Perfect for Power-Chewers!
P1000-03,2019-07-24,5,0.435686,positive,great toy even after 3 years
P1000-04,2019-08-23,5,0.549374,positive,"Love Nutiva coconut oil, but not digging the price hike."
P1000-04,2019-06-30,3,-0.875712,negative,Good very pricey
P1000-02,2019-07-17,2,-0.855128,negative,Just instant coffee
P1000-04,2019-02-07,5,0.453466,positive,Great Stuff - No odor
P1000-04,2019-06-15,5,0.000000,neutral,*ALL-PURPOSE COCONUT OIL!!!
P1000-02,2019-01-30,5,0.762768,positive,Delicious!
P1000-04,2019-08-10,5,0.767503,positive,Excellent coconut oil
P1000-03,2019-02-03,5,0.886907,positive,This is a wonderful dog toy!
P1000-03,2019-08-27,5,0.534189,positive,Best interactive toy we've had!
P1000-02,2019-12-16,5,0.816028,positive,Very Happy With This Item!
P1000-02,2019-09-11,2,-0.674069,negative,Disappointed
